codigo_local_votacion	nombre_local_votacion	ubigeo	lat	lon
40076	IE PROCERES DE LA INDEPENDENCIA AMERICANA	030311		
40077	IE RICARDO PALMA SORIANO	030311		
0505	IE JUAN ANTONIO LIGARDA PINEDA	030312		
54223	IE 54109	030312		
0506	IE 54095 BRISAS	030313		
0507	IE JOSE OLAYA BALANDRA	030313		
51309	IEI 35	030313		
0508	IE 54100 VIRGEN DE COCHARCAS	030314		
0509	IE GUILLERMO PINTO ISMODES	030315		
0510	IE 54210 NUESTRA SEÑORA DE FATIMA	030315		
40941	IE 54674 NUESTRA SEÑORA DE GUADALUPE	030315		
0512	IE 54107	030316		
0513	IE JOSE GALVEZ EGUSQUIZA	030316		
0514	IE 54108	030317		
54635	IE FRANCISCO BOLOGNESI CERVANTES	030318		
0516	IE 54098	030319		
54465	IE JOSE MARIA ARGUEDAS	030319		
0480	IE 54080	030320		
8557	IE 55007	030401		
19925	IE GIRALDO CONTRERAS TRUJILLO	030401		
0518	IE 54258 JUAN ESPINOZA MEDRANO	030402		
40078	IE 55008 ACZ ANTONIO CENTENO ZELA	030403		
0520	IE JOSE MARIA ARGUEDAS MOLLEBAMBA	030404		
40079	IE JOSE ANTONIO ENCINAS	030405		
0522	IE 54266 JOSE MARIA ARGUEDAS	030406		
8566	IE 54265 TUPAC AMARU II	030406		
8567	IE 54268 HUGO A BERRIO CASAS	030407		
0527	IE 50627 SAN FRANCISCO DE ASIS	030501		
7662	IE 501208 ERNESTO CASTAÑEDA GARAY	030501		
20176	IEI 701 PALLCCARO	030501		
20177	IEI 802 HUANCALLO	030501		
20185	IESPP JOSE CARLOS MARIATEGUI	030501		
55420	IE 50640 SAGRADO CORAZON DE JESUS	030502		
20106	IE 103 INA ANTONIO RAYMONDI	030502		
7231	IE 50637 SAN MARTIN DE PORRES	030503		
20105	IE MANUEL EUFRACIO ALVAREZ DURAND	030503		
0532	IE CESAR VALLEJO	030504		
0533	IE 50634 JOSE MARIA ARGUEDAS	030504		
0536	IE 50631 VIRGEN DEL CARMEN	030505		
51840	IE CEMA MARA	030505		
53267	IEI 1018 MIRAFLORES ALTO	030505		
7206	IE 50633 RICARDO EMILIO VIVANCO SOTA	030506		
8605	IE GRAN AMAUTA	030506		
20068	IEI 1003 WICHAYPAMPA	030506		
20082	IE 54910 FRANCISCO BOLOGNESI CERVANTES	030506		
31542	IESTP CHALLHUAHUACHO	030506		
0539	IE JOSE MARIA ARGUEDAS	030601		
8609	IE 54386 LA MERCED	030601		
7505	IE SAN AGUSTIN	030602		
8616	IE 54394 SEÑOR DE LOS MILAGROS	030602		
0543	IE 54398 SEÑOR DE HUANCA	030603		
8618	IE MANUEL GONZALES PRADA	030603		
0544	IE 54401 SAN LUIS GONZAGA	030604		
0546	IE AGUSTIN GAMARRA	030605		
54561	IE 54403	030605		
0547	IE 54408	030606		
0548	IE 54413 SAN JOSE	030607		
40080	IE JEC FRAY DIEGO ORTIZ	030607		
0549	IE JUAN ESPINOZA MEDRANO	030608		
0550	IE 54415 SAN ANTONIO	030609		
0551	IE 54416 TURPAY	030610		
7248	IE JOSE ANTONIO ENCINAS FRANCO	030611		
0553	IE 54417 SANTA ROSA	030612		
0554	IE ANDRES AVELINO CACERES	030613		
54671	IE GUILLERMO VILLADEGUT FERRUFINO	030614		
0556	IE JEC TUPAC AMARU	030701		
8597	IE 54195 NUESTRA SEÑORA DEL CARMEN	030701		
0559	IE LUIS ALBERTO SANCHEZ DE ONGOY	030702		
0561	IE 54196	030703		
20039	IE JOSE BENIGNO SAMANEZ OCAMPO	030703		
0562	IE 54187 VIRGEN DE COCHARCAS	030704		
20003	IE JAVIER HERAUD PEREZ	030704		
0563	IE EMBLEMATICA JOSE MARIA ARGUEDAS	030705		
8593	IE 54182	030705		
0565	IE JOSE MARIA FLORES	030706		
8599	IE 54201	030706		
7513	IE JOSE CARLOS MARIATEGUI	030707		
54090	IE 54188	030707		
20048	IE LOS LIBERTADORES	030708		
7272	IESM VICTOR RAUL HAYA DE LA TORRE	030709		
51478	IE 54205	030709		
40081	IE 54202	030710		
7516	IE LEONCIO PRADO	030711		
50933	IE 54454	030711		
53645	IE CIRO ALEGRIA	030712		
0572	IE JUANA CERVANTES DE BOLOGNESI	040101		
0573	IE 41008 MANUEL MUÑOZ NAJAR	040101		
0574	IE MICAELA BASTIDAS	040101		
0576	UNIVERSIDAD CATOLICA DE SANTA MARIA	040101		
0579	UNIVERSIDAD NACIONAL DE SAN AGUSTIN AREA DE SOCIALES	040101		
7060	IE INDEPENDENCIA AMERICANA	040101		
8656	IE 40001 LUIS H BOURONCLE	040101		
8657	IE 40002 AL AIRE LIBRE	040101		
8660	IE 40143 SAN PEDRO	040101		
8661	IE 40020 ESCUELA ECOLOGICA URBANA	040101		
8671	IEP BRYCE SAC	040101		
30892	IE 40025 SANTA DOROTEA	040101		
32821	UNIVERSIDAD NACIONAL DE SAN AGUSTIN AREA DE BIOMEDICAS	040101		
40084	UNIVERSIDAD NACIONAL DE SAN AGUSTIN AREA DE INGENIERIAS	040101		
55449	IEP NIÑO MAGISTRAL SECUNDARIA	040102		
0586	IE 40046 JOSE LORENZO CORNEJO ACOSTA	040102		
0587	IE 40049 CORONEL FRANCISCO BOLOGNESI CERVANTES	040102		
0589	IE LEON XIII CIRCA SECUNDARIA	040102		
0590	IE MAYTA CAPAC	040102		
0591	IESPP AREQUIPA	040102		
0592	IE HONORIO DELGADO ESPINOZA	040102		
8683	IE 40052 EL PERUANO DEL MILENIO ALMIRANTE MIGUEL GRAU	040102		
8684	IE 40081 MIGUEL CESAR AUGUSTO MAZEYRA ACOSTA	040102		
8686	IE 40618 MONSEÑOR JOSE DE PIRO D AMICO INGUANEZ PRIMARIA	040102		
8690	IESTP HONORIO DELGADO ESPINOZA	040102		
8694	IEP JASLIN	040102		
8695	IEP JOULE CAYMA	040102		
8700	IEP SAN FERNANDO SECUNDARIA	040102		
8702	IEP SAN JUAN MASIAS	040102		
8703	IEP BALMER CAYMA	040102		
17015	IE 40040 JOSE TRINIDAD MORAN	040102		
17022	IE 40669 DEAN VALDIVIA SECUNDARIA	040102		
17023	IE 40669 DEAN VALDIVIA PRIMARIA	040102		
20244	IE 40606 SEUL	040102		
20248	CEBA MAYTA CAPAC	040102		
30901	IE 40687 FELIX RIVAS GONZALES	040102		
30903	IE COMPLEJO HABITACIONAL DEAN VALDIVIA SECTOR 12	040102		
30904	IE JOHN G LAKE	040102		
30905	IEP CRISTIAN BARNARD	040102		
31854	IE KENNETH E HAGIN	040102		
32105	IEP DIVINO CRISTO OBRERO	040102		
32373	IEP TERESITA DE JESUS	040102		
52168	IEPC THOMAS MC	040102		
52229	IE 41024 MANUEL GALLEGOS SANZ	040102		
52351	IE EL PIONERO G 2	040102		
52389	IEP NIÑO MAGISTRAL PRIMARIA	040102		
53999	IE 40654 VIRGEN DE CHAPI	040102		
0594	IE 40044 SAN MARTIN DE PORRES	040103		
0595	IE 40054 JUAN DOMINGO ZAMACOLA Y JAUREGUI	040103		
0598	IE 40670 EL EDEN FE Y ALEGRIA 51	040103		
0599	IE 41025 200 MILLAS PERUANAS	040103		
0600	IE 41026 MARIA MURILLO DE BERNAL	040103		
0601	IE GRAN PACHACUTEC	040103		
0602	IE 40058 IGNACIO ALVAREZ THOMAS	040103		
0605	IE 40103 LIBERTADORES DE AMERICA	040103		
0607	IE SANTO TOMAS DE AQUINO	040103		
0608	IE 40055 ROMEO LUNA VICTORIA	040103		
7066	IE 40677 SAN MIGUEL FEBRES CORDERO	040103		
8705	IE 40035 VICTOR ANDRES BELAUNDE	040103		
8709	IE 40106 JUAN SANTOS ATAHUALPA	040103		
8720	IEP SAN MATEO ANGLICAN SCHOOL SEDE ZAMACOLA	040103		
8727	IEP ILUMINADORA VIRGEN DEL CARMEN	040103		
8728	IEP INTERNACIONAL JOHANNES KEPLER	040103		
8729	IEP JESUS MAESTRO	040103		
8730	IEP JESUS MAESTRO I	040103		
8735	IEP SABIO ALFRED BINET	040103		
8737	IEP SAN MATEO ANGLICAN SCHOOL SEDE ALTO LIBERTAD	040103		
8745	IE SAN JOSE DE COTTOLENGO CIRCA	040103		
17024	IE 40689 ALFREDO RODRIGUEZ BALLON	040103		
17896	IEP ALEXANDER FRIEDMAN	040103		
20260	IE 40671 VILLA SAN JUAN	040103		
20269	IE CRISTO MORADO	040103		
20276	IE JOSE LUIS BUSTAMANTE Y RIVERO	040103		
30910	IEP JOHN FORBES	040103		
30914	IE SAN PIO X CIRCA	040103		
30920	IEP LEONARDO DA VINCI	040103		
31856	IEP BRUNING HANS HEIMBRICH	040103		
31858	IEP LAS PLUMAS DEL AMAUTA	040103		
31860	IEP SAN FRANCISCO DE SALES	040103		
31862	IEP SEÑOR DE LA CAÑA	040103		
32111	IEP STEPHEN WILLIAM HAWKING	040103		
32707	IEP GRUPO BALMER SAC	040103		
32813	IEP HOLY SCHOOLS	040103		
32816	IEP SAN FRANCISCO DE SALES AREQUIPA NORTE	040103		
32817	IEP TALENTS SCHOOL	040103		
40086	IEP LA SAGRADA FAMILIA DE APIPA	040103		
40087	IEP RONALD FISHER	040103		
50973	IEP EL EMPERADOR	040103		
51026	IE CRISTO REY CIRCA	040103		
51027	IEI ZAMACOLA	040103		
51028	IE SAN JUAN APOSTOL	040103		
51229	IE CASA DE CARIDAD ARTES Y OFICIOS	040103		
52047	IEPC THOMAS MC III	040103		
0609	IE 40123 SAN JUAN BAUTISTA	040104		
0610	IE ANGEL FRANCISCO ALI GUILLEN	040104		
8750	IEI SAN FRANCISCO	040104		
52424	IEP ITALO PERUANO ALESSANDRO VOLTA	040104		
0611	IE 40127 SEÑOR DEL ESPIRITU SANTO	040105		
17025	IE 40637 FERNANDO BELAUNDE TERRY	040105		
51344	IE 40675 GRAL VELASCO ALVARADO	040105		
7485	IE 40062 SEÑORA DE FATIMA	040106		
7526	IE EL CRUCE	040106		
8790	IE 40137 NUESTRA SEÑORA DE LA GLORIA	040106		
8791	IE CARLOS W SUTTON	040106		
8794	IE 40068	040106		
8803	IEP SAN FERNANDO	040106		
20314	IE 40326 JUAN VELASCO ALVARADO	040106		
20323	IE JESUS	040106		
0615	IE 40148 GERARDO IQUIRA PIZARRO	040107		
0616	IE 40151 CAP FAP JOSÉ ABELARDO QUIÑONES	040107		
55341	IEP FRANCIS COLLINS SCHOOL - PRIMARIA	040107		
0618	IE 40157 JORGE LUIS BORGES	040107		
0619	IE 40159 EJÉRCITO AREQUIPA	040107		
0620	IE 41016 REPUBLICA ARGENTINA	040107		
0621	IE 41037 JOSÉ GALVEZ	040107		
0622	IE FRANCISCO JAVIER DE LUNA PIZARRO	040107		
0624	IE 40158 EL GRAN AMAUTA	040107		
8823	IEP LORD KARMEL	040107		
8826	IEP ENRICO FERMI	040107		
8827	IEP FRANCIS COLLINS SCHOOL	040107		
8831	IEP SANTISIMO NIÑO DE MARIA	040107		
20338	IE 40133 CIRIACO VERA PEREA	040107		
30930	IEI DIVINO NIÑO JESUS	040107		
30931	IEI MISTI	040107		
30933	IEP LA CANTUTA DE AREQUIPA	040107		
31863	IEP CRISTO OBRERO	040107		
31864	IE PADRE ELOY ARRIBAS LAZARO	040107		
32378	IE 40144 AUGUSTO SALAZAR BONDY	040107		
32710	IEP SALOMON	040107		
40089	CETPRO GUAMAN POMA	040107		
52190	IEP KAROL JOSEF	040107		
52336	IEP CORPUS CHRISTI	040107		
0625	IE 40160 OBDULIO BARRIGA VIZCARRA	040108		
52169	IE 40263 PABLO VELARDE MANRIQUE	040108		
54598	ASOCIACION DE VIVIENDA SAN ISIDRO	040108		
0626	IE 40300 MIGUEL GRAU	040109		
0627	IE 40010 JULIO C TELLO	040109		
0628	IE 40161 MONSEÑOR JOSE LUIS DEL CARPIO RIVERA	040109		
0629	IE 40163 BENIGNO BALLON FARFAN	040109		
0630	IE 40164 JOSÉ CARLOS MARIATEGUI	040109		
0631	IE 40178 VICTOR RAUL HAYA DE LA TORRE	040109		
0632	IE JUAN XXIII CIRCA	040109		
0633	IE NEPTALI VALDERRAMA AMPUERO	040109		
0635	IE SAN PEDRO Y SAN PABLO CIRCA	040109		
0636	IE SOR ANA CIRCA	040109		
7076	IE 40220 HEROES DEL CENEPA	040109		
8833	IE 40177 DIVINO CORAZON DE JESUS	040109		
8836	IE 40182 PROGRESISTA	040109		
8838	IE 40185 SAN JUAN BAUTISTA DE JESUS	040109		
8839	IE 40696 SANTA MARIA	040109		
8840	IE JOSE TEOBALDO PAREDES VALDEZ	040109		
8842	IE 40183 INDOAMERICA	040109		
8843	IE 40211 HEROES DEL PACIFICO	040109		
8844	IE 40315 JOSE MARIA ARGUEDAS	040109		
8846	IE POR CONVENIO SANTA MARIA DE LA PAZ	040109		
8853	IEP JOULE DIVINO NIÑO	040109		
7439	IE 40079 VICTOR NUÑEZ VALENCIA	040114		
8865	IEP LA FAYETTE	040114		
20367	IE 40060 DOMINIC WILLIAMS	040114		
32379	IEP AMOR DE DIOS	040114		
32380	IEP DIVINA INFANCIA DE JESUS	040114		
50765	IE EL MILAGRO DE FATIMA	040114		
50901	IE 40078 SAGRADO CORAZON DE JESUS DE SACHACA	040114		
52353	IE 40075 HORACIO MORALES DELGADO SECUNDARIA	040114		
52613	IE 40075 HORACIO MORALES DELGADO PRIMARIA	040114		
0645	IE 40072	040115		
0646	IE 40196 TECNICO AGROPECUARIO ARTESANAL	040116		
0647	IE 40108	040117		
0648	IE 40073 VICTOR MANUEL PEROCHENA LUQUE	040118		
8871	IE NUEVA JUVENTUD	040118		
20379	IE SANTA RITA DE SIGUAS	040118		
0649	IE 40172	040119		
0650	IE 40199	040119		
0654	IE SAN MARTIN DE SOCABAYA	040119		
7080	IE SAN LUIS GONZAGA CIRCA	040119		
8881	IEP DIVINO NIÑO DE BELEN	040119		
8885	IEP DIVINO JESUS DE SOCABAYA	040119		
8890	IEP SANTA MARIA DE FATIMA	040119		
8894	IE LA CAMPIÑA	040119		
17035	IE 40221 CORAZON DE JESUS	040119		
17037	IE 40676 LA MANSION DE SOCABAYA	040119		
20382	IE 40639	040119		
40093	IE EL GRAN MAESTRO	040119		
52386	IE DIVINA PROVIDENCIA CIRCA	040119		
52441	IEP SANTISIMO SALVADOR	040119		
54010	IE 40205 MANUEL BENITO LINARES ARENAS	040119		
55448	IE FUTURA SCHOOL	040120		
0657	IE FRANCISCO MOSTAJO	040120		
7082	IE CARLOS JOSE ECHAVARRY OSACAR SECUNDARIA	040120		
8896	IE 40082 MARIANO J VALDIVIA	040120		
8897	IE CARLOS JOSE ECHAVARRY OSACAR PRIMARIA	040120		
30938	IE 40086	040120		
31558	IEP JUAN PABLO MAGNO	040120		
0659	IE 40092 JOSE DOMINGO ZUZUNAGA OBANDO	040121		
0660	IE 40091 ALMA MATER DE CONGATA	040121		
8898	IE 40088 REYNO DE BELGICA	040121		
20407	IEI CONGATA	040121		
31561	IEP SANTIAGO RAMON Y CAJAL	040121		
51904	IEP DIOS ES AMOR	040121		
0661	IE VICTOR RAUL HAYA DE LA TORRE	040122		
8901	IEP JESUS BENAVIDES MOSCOSO	040122		
17040	IE 40285	040122		
0662	IE 40165 SAN JUAN BAUTISTA DE LA SALLE	040123		
0664	IE 40048 ANTONIO JOSE DE SUCRE	040123		
0665	IE SANTA ROSA DE VITERBO	040123		
8903	IEP AMERICO GARIBALDI	040123		
8904	IEI REGINA MUNDI	040123		
30942	IE 40099	040123		
31866	IE 40039 SANTA MARIA	040123		
50803	IEP NUESTRA SEÑORA DE LA MERCED	040123		
50806	COLEGIO ESCLAVAS DEL SAGRADO CORAZON DE JESUS	040123		
52143	CEBE NUESTRA SEÑORA DEL PILAR	040123		
7421	IE 40209 HEROES DE YARABAMBA	040124		
8905	IE 40225 SAN ANTONIO	040124		
8906	IE MONSEÑOR LEONIDAS BERNEDO MALAGA	040124		
30944	IEI EL CERRO	040124		
30945	IEI SAN ANTONIO	040124		
0669	IE 40102 NUESTRA SEÑORA DEL CARMEN PATRONA DE YURA	040125		
0670	IE 40202 CHARLOTTE	040125		
7669	IE SAN BERNARDO CIRCA	040125		
8916	IE JORGE SANJINEZ LENZ	040125		
20420	IE EL ALTIPLANO	040125		
40097	IE SEÑOR DE LOS MILAGROS CIRCA	040125		
52253	IE SANTO TORIBIO DE MOGROVEJO CIRCA	040125		
52472	IEPC THOMAS MC	040125		
0672	IE GUE MARIANO MELGAR VALDIVIESO	040126		
0675	IE ANDREA VALDIVIESO DE MELGAR	040126		
0676	IE 40129 MANUEL VERAMENDI E HIDALGO	040126		
0677	IE PIO XII	040126		
7073	IE 40134	040126		
8807	IE 40139 ANDRES AVELINO CACERES DORREGARAY	040126		
8808	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	040126		
8815	IEP PREMIO NOBEL MARIO VARGAS LLOSA	040126		
17044	IE 41031 MADRE DEL DIVINO AMOR	040126		
17045	IE SAN FRANCISCO JAVIER CIRCA	040126		
17582	IE CORAZON DE JESUS CIRCA	040126		
0679	IE 40033 SAN AGUSTIN DE HUNTER	040127		
0680	IE 40043 NUESTRA SEÑORA DE LA MEDALLA MILAGROSA	040127		
0681	IE 40200 REPUBLICA FEDERAL ALEMANA	040127		
0682	IE 40206 MILAGROS	040127		
0683	IE 40207 MARIANO MELGAR VALDIVIESO	040127		
0684	IE JUAN PABLO VIZCARDO Y GUZMAN	040127		
8755	IE ADVENTISTA EDUARDO FRANCISCO FORGA	040127		
8756	IEP GRAN MAESTRO JUAN ENRIQUE PESTALOZZI SECUNDARIA	040127		
8757	IEP GRAN MAESTRO JUAN ENRIQUE PESTALOZZI PRIMARIA	040127		
8759	IEP MARIANISTA - PRIMARIA	040127		
54124	IE SAN ANTONIO MARIA CLARET CIRCA	040127		
0685	IE 40003 SANTISIMA VIRGEN DEL CARMEN	040128		
0686	IE 40024 MANUEL GONZALES PRADA	040128		
0688	IE 40034 MARIO VARGAS LLOSA	040128		
0689	IE 41035 NICANOR RIVERA CACERES	040128		
0691	IE SANTA ROSA DE LIMA CIRCA NIVEL SECUNDARIO	040128		
0692	IE SANTA ROSA DE LIMA Y LAS AMERICAS CIRCA NIVEL PRIMARIA	040128		
7486	IE SAN JOSE OBRERO CIRCA	040128		
8637	IE 40261 TOMAS GUZMAN GOMEZ	040128		
8638	CEBE AUVERGNE PERU FRANCIA	040128		
8639	IE 40222 DIEGO THOMSON	040128		
8640	IE EL MIRADOR AQP	040128		
8641	IEI APURIMAC	040128		
8643	IEP ADOLFO KOLPING	040128		
8644	IEP ANDENES DE CHILINA	040128		
8646	IEP CESAR VALLEJO	040128		
8648	IEP FEDERICO VILLARREAL	040128		
8650	IEP MAGISTERIAL	040128		
8651	IEP KEPLER	040128		
8654	IEI INDEPENDENCIA B 1	040128		
8655	IEI VILLA ASUNCION	040128		
17052	IEP ADDISON	040128		
17053	IEP SAN JUAN APOSTOL	040128		
17579	IE NUESTRA SEÑORA DE GUADALUPE	040128		
20230	IEPM COLEGIO MILITAR FRANCISCO BOLOGNESI	040128		
30888	IE 40686 MI DIVINO NIÑO JESUS	040128		
32365	IEI SAN LUIS STROMME	040128		
32791	IEP HEIMER SCHOOL	040128		
32792	IEP MARIA DE SALES BRIGNOLE	040128		
50262	IE 40028 GUILLERMO MERCADO BARROSO	040128		
55345	IEI SAN DANIEL COMBONI	040128		
55359	IE 40657	040128		
54123	IE 40024 MANUEL GONZALES PRADA SECUNDARIA	040128		
54135	IE SAN MARTIN DE PORRES CIRCA	040128		
54256	IE PINTO TALAVERA	040128		
0694	IE 41038 JOSE OLAYA BALANDRA	040129		
0696	IE INMACULADA CONCEPCION	040129		
0697	IE 40038 JORGE BASADRE GROHMANN	040129		
7467	IEP MUNDO ECOLOGICO	040129		
7638	IE 40175 GRAN LIBERTADOR SIMON BOLIVAR	040129		
7639	IE PNP 7 DE AGOSTO	040129		
8772	CEBE HELEN KELLER	040129		
8774	IE 40631 JUAN PABLO II	040129		
8775	IEERA ALFRED BINET	040129		
8777	IEP ARCANGEL SAN MIGUEL	040129		
8780	IEP NIÑO DE LA PAZ	040129		
8785	IESTP PEDRO P DIAZ	040129		
17054	IE 40121 EVERARDO ZAPATA SANTILLANA	040129		
17055	IE 41006 JORGE POLAR	040129		
17057	IE 40122 MANUEL SCORZA TORRES	040129		
20308	CONSERVATORIO REGIONAL DE MUSICA LUIS DUNCKER LAVALLE	040129		
32113	IEP WOLFGANG AMADEUS MOZART	040129		
8960	IE 40374 ELIAS CACERES LOZADA	040201		
8961	IE 40375 MARIA AUXILIADORA	040201		
50694	IESTP CHIVAY	040201		
0705	IE 40376 ACHOMA	040202		
0707	IE 40600 CLOTILDE FRANCISCA ODICIO ZUÑIGA	040203		
52487	IE 40377 JORGE AURELIO ABRIL FLORES	040203		
0709	IE 40381 SANTA ROSA DE LIMA	040204		
40098	IE LUIS PONCE GARCIA	040205		
51218	IE 40382 VIRGEN DE CHAPI SECUNDARIA	040206		
0712	IE 40383 JUAN PABLO II	040207		
0713	IE 40384 SONCCOY QUILLA	040208		
0714	IE 40386 TUPAC AMARU	040209		
0715	IE 40387 LARI	040210		
0716	IE 40388 CORAZON SAGRADO DE JESUS DE LLUTA	040211		
0718	IE 40390 MAYTA CAPAC	040212		
0719	IE 40391 MADRIGAL	040213		
55399	IEI IMATA	040214		
0721	IE TECNICO AGROPECUARIO SIBAYO	040215		
0722	IE 40418 PRIMARIA	040216		
52076	IE 40418 SECUNDARIA	040216		
6335	IE 40421 JOSE OLAYA BALANDRA	040217		
0725	IE 40396	040218		
0726	IE 40397 SAN ANTONIO DE PADUA	040219		
0730	IE 40594 JUAN VELASCO ALVARADO	040220		
0731	IE ALMIRANTE MIGUEL GRAU	040220		
0732	IEP JUSTO JUEZ	040220		
20552	IE 40698 SAN JUAN BAUTISTA DE MAJES SECUNDARIA	040220		
7671	IE 40284 PEDRO PAULET MOSTAJO PRIMARIA	040220		
8969	IE 41061 JOSE ANTONIO ENCINAS	040220		
55398	IE 40201 TECNICO AGROPECUARIO LA COLINA PRIMARIA	040220		
17897	IE 4066 ISABEL KRIEGER BEATO	040220		
20561	IE CORONEL FRANCISCO BOLOGNESI PRIMARIA	040220		
30951	IE 40656 SAN FRANCISCO DE ASIS SECUNDARIA	040220		
33558	IE 40230 SAN ANTONIO DEL PEDREGAL	040220		
33559	IE 40625 CORAZON DE JESUS	040220		
50974	IEP MENDEL PEDREGAL	040220		
0733	IE 41040 JOSE CARLOS MARIATEGUI	040301		
8917	IE 40226 SANTA ROSA DE LIMA	040301		
8918	IE 40227 EDUARDO PORTUGAL	040301		
8919	IE 41041 CRISTO REY	040301		
54201	IE 41041 CRISTO REY PRIMARIA	040301		
0736	IE 40233 JOSE MARIA QUIMPER Y CABALLERO	040302		
8924	IE JULIO ERNESTO PORTUGAL	040302		
52082	IE 40232 VIRGEN DEL ROSARIO	040302		
0737	IE 40194 RICARDO PALMA	040303		
8928	IEP GRAN SABIO ALBERT EINSTEIN	040303		
0739	IE 40235 VIRGEN DE LA ASUNTA	040304		
20444	IE 40251 VIRGEN DE GUADALUPE	040305		
40101	IE 40237	040305		
51343	IEP CRISTIANO JESUS EL MAESTRO	040305		
52346	IEP SEÑOR DE LOS MILAGROS SAN GREGORIO	040305		
52419	IEI GOTITAS DE AMOR	040305		
0741	IE JOSE MARIA MORANTE	040306		
8931	IE 40240 LUZ ANGELICA CARNERO DONGO	040306		
54202	IEP SANTISIMA INFANTA MARIA	040306		
51042	IE 40244 VIRGEN DE LA CANDELARIA DE QUILCA	040307		
0743	IE NUESTRA SEÑORA DE LA CANDELARIA	040308		
0744	IE FAUSTINO B FRANCO	040308		
51901	IE 40516 JUAN PABLO VIZCARDO Y GUZMAN	040308		
51902	IE 40203 TUPAC AMARU	040308		
51903	IE VILLA DON JORGE	040308		
51906	IE 40281 CPED ALTO HUARANGAL	040308		
52363	IE 40245 JOSE PASTOR CAMPOS	040308		
0745	IE INDEPENDENCIA DEL PERU	040401		
50702	IE 41042 PEDRO JOSE TORDOYA MONTOYA	040401		
50724	IEP SAN MIGUEL	040401		
0746	IE NICOLAS DE PIEROLA	040402		
40102	IETP SAN MARTIN DE PORRES	040402		
0747	IE MIGUEL GRAU	040403		
8935	IE 40267 SAGRADO CORAZON DE JESUS	040403		
0748	IE 40289	040404		
7233	IE 40268 PEDRO ALFERRANO HERNANDEZ	040405		
8937	IE 40269 ISMAEL CONTRERAS YAÑEZ	040405		
0750	IE VIRGEN DE COPACABANA	040406		
0751	IE HORTENCIA PARDO MANCEBO	040407		
8939	IE 40272 JOSE OLAYA BALANDRA	040407		
0752	IE NUESTRA SEÑORA MARIA DEL PILAR	040408		
52000	IE SIMON BOLIVAR	040408		
54586	IE 40274 SEÑOR DE LOS MILAGROS	040408		
0753	IE 40297 JUAN BAUTISTA DE TOCOTA	040409		
0754	IE CARLOS NORIEGA JIMENEZ	040409		
40103	IE 40277	040410		
0756	IE 40299 JOSE ALFREDO MOLINA	040411		
0757	IE SAN ANTONIO DE LA PIEDRA	040412		
8944	IE 40279 NUESTRA SEÑORA DEL PERPETUO SOCORRO	040412		
8945	IE 40280 NUESTRA SEÑORA DE FATIMA	040413		
0760	IE LIBERTADOR CASTILLA	040501		
6459	IE 40440 CORAZON DE FATIMA	040501		
8946	IE 40307 ANGELA RENDON DE SANCHEZ	040501		
51295	INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO CASTILLA	040501		
0761	IE 40314 NUESTRA SEÑORA DE LA ASUNCION	040502		
0762	IE 40316 JULIO ERNESTO LAZO DIAZ	040503		
0763	IE 40317	040504		
0766	IE 40352 BENJAMIN GOMEZ YANCAPALLO	040505		
0768	IE 40319	040506		
7497	IE 40320 NUESTRA SEÑORA DEL ROSARIO SECUNDARIA	040507		
51294	IE 40320 NUESTRA SEÑORA DEL ROSARIO PRIMARIA	040507		
0772	IE 40322 NUESTRA SEÑORA DE LA ASUNTA	040508		
0773	IE ALBERTO FLORES GALINDO	040509		
51779	IE 40140 PAMPACOLCA	040510		
53997	IE GLORIOSO JUAN PABLO VISCARDO Y GUZMAN	040510		
0775	IE CESAR A DURAN LAZARTE	040511		
8952	IESTP JUANA MARIA CONDESA	040512		
52073	IE MIXTO CORIRE	040512		
54599	IE NUESTRA SEÑORA DEL CARMEN	040512		
0777	IE 40330	040513		
0778	IE 40336 SAGRADO CORAZON DE JESUS	040514		
0779	IE 41045 CORAZÓN DE JESUS	040601		
50693	IE 40428 VIRGEN DE FATIMA	040601		
0780	IE 40430 JOSE SIMION TEJEDA	040602		
0783	IE 40458 SAN JUAN BAUTISTA	040603		
0784	IE 40432 VICTOR RAUL HAYA DE LA TORRE	040604		
0785	IE 40434 FRAY MARTIN DE PORRES	040605		
0786	IE 40436 SALAMANCA	040606		
0788	IE JORGE BASADRE	040607		
51907	IE 40438	040607		
0789	IE 40446 MIGUEL GRAU	040608		
8984	IE 41511 LIBERTADORES DE AMERICA	040608		
0794	IE SAN VICENTE DE PAUL	040701		
9000	IE 41050 DIVINO MAESTRO	040701		
9001	IE DEAN VALDIVIA	040701		
9003	CPM SAN FRANCISCO DE ASIS	040701		
17061	IE 40474 JOSE CARLOS MARIATEGUI	040701		
17063	IESTP JORGE BASADRE	040701		
30956	IEP CIENCIAS ITALO PERUANO ENRICO FERMI	040701		
32125	IEP MARIA AUXILIADORA	040701		
0795	IE MARIANO EDUARDO DE RIVERO Y USTARIZ	040702		
8989	IE 40482 SAN MARTIN DE PORRES	040702		
8991	IE 41048 CRISTO REY	040702		
17899	IE 41513 SAGRADO CORAZON DE JESUS	040702		
20600	IESTP VALLE DE TAMBO	040702		
51149	IEI NIÑO JESUS DE PRAGA	040702		
0796	IE 40484 VIRGEN DE FATIMA	040703		
